City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
528,San Jose,US,2021-01-23 19:37:07,37.3394,-121.895,53.01,71,40,9.22,scattered clouds
529,Ahuimanu,US,2021-01-23 19:41:16,21.4447,-157.8378,73.4,75,75,19.57,light rain
530,Yazoo City,US,2021-01-23 19:41:16,32.8551,-90.4056,57.2,58,90,5.79,overcast clouds
531,Prince Rupert,CA,2021-01-23 19:41:16,54.3161,-130.3201,35.6,86,90,6.91,overcast clouds
532,Zemio,CF,2021-01-23 19:41:17,5.0314,25.1361,77.7,31,25,2.86,scattered clouds
533,Douglas,US,2021-01-23 19:40:56,41.3,-96.167,30.99,43,90,11.5,light snow
534,Evensk,RU,2021-01-23 19:41:17,61.95,159.2333,-13.31,83,99,9.06,overcast clouds
535,Contamana,PE,2021-01-23 19:41:17,-7.3333,-75.0167,81.05,85,98,3.98,moderate rain
536,Wattegama,LK,2021-01-23 19:41:17,6.7989,81.4808,75.2,100,0,8.05,clear sky
537,Marechal Candido Rondon,BR,2021-01-23 19:41:17,-24.5561,-54.0567,79.54,79,100,3.2,overcast clouds
538,Kazaki,RU,2021-01-23 19:41:17,52.6248,38.2649,34.66,97,100,7.54,overcast clouds
539,Morehead,US,2021-01-23 19:41:18,37.2711,-87.1764,42.01,22,1,6.91,clear sky
540,Shingu,JP,2021-01-23 19:41:18,33.7333,135.9833,53.49,91,100,13.56,light rain
541,Avera,US,2021-01-23 19:41:18,33.194,-82.5271,59.0,36,1,4.61,clear sky
542,Port Lincoln,AU,2021-01-23 19:36:31,-34.7333,135.8667,75.65,45,100,5.93,overcast clouds
543,Goderich,CA,2021-01-23 19:38:05,43.7501,-81.7165,21.2,93,100,11.5,overcast clouds
544,Liku,ID,2021-01-23 19:41:18,-0.7275,119.8922,76.03,78,100,1.23,light rain
545,Kurmanayevka,RU,2021-01-23 19:41:18,52.5093,52.0675,19.56,97,100,10.49,light snow
546,Dandong,CN,2021-01-23 19:41:18,40.1292,124.3947,30.02,95,0,2.44,clear sky
547,Alexandria,EG,2021-01-23 19:39:36,31.2156,29.9553,57.2,72,40,5.75,scattered clouds
548,Sooke,CA,2021-01-23 19:41:19,48.3746,-123.7276,39.2,63,0,6.91,clear sky
549,Rubizhne,UA,2021-01-23 19:41:19,49.0123,38.3797,36.93,91,99,10.22,overcast clouds
550,Alugan,PH,2021-01-23 19:38:57,12.2188,125.4808,78.53,84,56,4.65,broken clouds
551,Quatre Cocos,MU,2021-01-23 19:39:02,-20.2078,57.7625,79.0,83,40,5.75,scattered clouds
552,Karratha,AU,2021-01-23 19:41:19,-20.7377,116.8463,83.35,48,0,14.83,clear sky
553,Kupang,ID,2021-01-23 19:41:19,-10.1667,123.5833,80.46,79,100,6.73,overcast clouds
554,Angoche,MZ,2021-01-23 19:41:20,-16.2325,39.9086,80.24,87,100,7.87,overcast clouds
555,Shirdi,IN,2021-01-23 19:41:20,19.7667,74.4833,69.15,46,0,7.45,clear sky
556,Passage West,IE,2021-01-23 19:41:20,51.8739,-8.3444,37.99,100,90,4.61,light rain
557,Fare,PF,2021-01-23 19:41:20,-16.7,-151.0167,80.92,71,0,13.22,clear sky
558,Clifton,US,2021-01-23 19:36:41,40.8584,-74.1638,33.01,37,1,21.85,clear sky
559,Maarianhamina,AX,2021-01-23 19:41:20,60.0973,19.9348,37.4,87,0,8.05,clear sky
560,Cairns,AU,2021-01-23 19:41:20,-16.9167,145.7667,77.0,78,72,10.36,broken clouds
561,Ozinki,RU,2021-01-23 19:41:20,51.1786,49.6769,32.95,96,100,11.59,overcast clouds
562,San Juan,AR,2021-01-23 19:39:07,-31.5375,-68.5364,99.84,12,0,7.52,clear sky
563,Kamenka,RU,2021-01-23 19:41:21,51.3223,42.7678,33.3,96,100,9.4,overcast clouds
564,Lodja,CD,2021-01-23 19:41:21,-3.4833,23.4333,72.16,90,84,0.49,moderate rain
565,Laizhou,CN,2021-01-23 19:41:21,37.1717,119.9214,28.33,93,15,1.79,few clouds
566,Tigil,RU,2021-01-23 19:41:21,57.8,158.6667,-6.84,91,100,0.22,overcast clouds
567,Norman Wells,CA,2021-01-23 19:41:21,65.282,-126.8329,-18.4,76,75,5.75,broken clouds
568,Syava,RU,2021-01-23 19:41:21,58.0146,46.3222,22.3,98,100,6.46,light snow
569,Oranjemund,NA,2021-01-23 19:41:21,-28.55,16.4333,64.54,81,93,15.75,overcast clouds
570,Narasannapeta,IN,2021-01-23 19:37:05,18.4167,84.05,72.28,87,28,3.09,scattered clouds
571,Sola,VU,2021-01-23 19:41:22,-13.8833,167.55,81.88,79,90,11.05,overcast clouds
572,Mehran,IR,2021-01-23 19:41:22,33.1222,46.1646,32.0,69,0,4.61,clear sky
573,Yeniseysk,RU,2021-01-23 19:41:22,58.4497,92.1703,-4.54,91,100,4.25,overcast clouds
574,Tessaoua,NE,2021-01-23 19:41:22,13.7574,7.9874,68.95,20,0,10.69,clear sky
575,Nayudupeta,IN,2021-01-23 19:41:22,13.9,79.9,69.91,78,0,4.34,clear sky
576,Piacabucu,BR,2021-01-23 19:41:22,-10.4056,-36.4344,79.93,73,95,10.92,moderate rain
577,Termiz,UZ,2021-01-23 19:41:22,37.2242,67.2783,24.8,80,0,6.91,clear sky
578,Horsens,DK,2021-01-23 19:41:23,55.8607,9.8503,37.99,88,65,1.01,broken clouds
579,Harrisonville,US,2021-01-23 19:41:23,38.6533,-94.3488,39.0,35,90,8.05,overcast clouds
580,Lethem,GY,2021-01-23 19:41:23,3.3803,-59.7968,90.43,47,24,13.18,few clouds
581,Mlonggo,ID,2021-01-23 19:41:23,-6.5333,110.7,77.5,86,100,5.93,light rain
582,Xinyu,CN,2021-01-23 19:41:23,27.8043,114.9334,45.52,88,0,3.27,clear sky
583,Ndjole,GA,2021-01-23 19:41:23,-0.1783,10.7649,75.58,92,99,1.83,overcast clouds
584,Vanderhoof,CA,2021-01-23 19:41:23,54.0166,-124.0198,12.29,91,100,2.46,overcast clouds
585,Kijang,KR,2021-01-23 19:41:23,35.2442,129.2139,50.0,57,75,11.5,broken clouds
586,Morant Bay,JM,2021-01-23 19:41:24,17.8815,-76.4093,86.0,66,20,5.75,few clouds
587,Rabo De Peixe,PT,2021-01-23 19:41:24,37.8,-25.5833,63.0,94,75,8.05,light rain
588,Patan,NP,2021-01-23 19:41:24,27.6667,85.3333,46.4,93,20,3.44,mist
589,Saint-Louis,SN,2021-01-23 19:41:24,16.3333,-15.0,84.2,14,0,2.3,clear sky
590,Tselinnoye,RU,2021-01-23 19:41:24,53.0833,85.6667,7.38,94,100,11.41,overcast clouds
591,Pierre,US,2021-01-23 19:41:24,44.3683,-100.351,30.99,86,90,9.22,light snow
592,Ambikapur,IN,2021-01-23 19:41:24,23.1167,83.2,56.21,38,0,3.4,clear sky
593,Kenora,CA,2021-01-23 19:41:21,49.8167,-94.4337,17.6,86,90,11.5,light snow
594,Poum,NC,2021-01-23 19:41:25,-20.2333,164.0167,79.5,78,100,11.34,overcast clouds
595,Ormara,PK,2021-01-23 19:41:25,25.2088,64.6357,62.44,30,0,23.04,clear sky
596,Zmeinogorsk,RU,2021-01-23 19:41:25,51.1567,82.195,5.5,94,100,12.35,light snow
597,Orai,IN,2021-01-23 19:41:25,25.9833,79.4667,56.08,48,0,6.2,clear sky
598,San Luis,AR,2021-01-23 19:38:49,-33.295,-66.3356,95.02,19,0,11.43,clear sky
599,Staraya Kulatka,RU,2021-01-23 19:41:25,52.7167,47.6167,34.41,96,100,8.08,light snow
600,Namatanai,PG,2021-01-23 19:38:57,-3.6667,152.4333,79.48,77,90,4.65,overcast clouds
601,Powell,US,2021-01-23 19:41:25,40.1578,-83.0752,30.99,40,1,3.91,clear sky
602,Lafia,NG,2021-01-23 19:41:25,8.4833,8.5167,81.63,16,99,5.14,overcast clouds
603,Vostok,RU,2021-01-23 19:41:26,46.4856,135.8833,3.63,87,0,5.3,clear sky
604,Santa Rosa,PH,2021-01-23 19:41:26,14.3122,121.1114,78.8,89,40,1.14,scattered clouds
605,Kamaishi,JP,2021-01-23 19:37:23,39.2667,141.8833,33.35,88,100,6.04,overcast clouds
606,Tual,ID,2021-01-23 19:41:26,-5.6667,132.75,83.26,77,98,13.18,moderate rain
607,Laguna,US,2021-01-23 19:39:09,38.421,-121.4238,52.0,76,40,12.66,scattered clouds
608,Te Horo,NZ,2021-01-23 19:41:26,-40.8084,175.1233,64.99,86,100,5.01,overcast clouds
609,Tura,IN,2021-01-23 19:41:26,25.5198,90.2201,57.0,65,100,2.06,overcast clouds
610,Nhulunbuy,AU,2021-01-23 19:41:26,-12.2333,136.7667,77.0,100,90,5.75,overcast clouds
611,Niamey,NE,2021-01-23 19:41:27,13.5137,2.1098,82.4,12,0,4.61,clear sky
612,Synya,RU,2021-01-23 19:41:27,65.3718,58.0387,-18.49,84,100,3.87,overcast clouds
613,Bonnyville,CA,2021-01-23 19:41:27,54.2668,-110.735,-14.8,58,20,0.25,few clouds
614,Hearst,CA,2021-01-23 19:41:27,49.6835,-83.6665,5.0,66,99,3.44,overcast clouds
615,Sibu,MY,2021-01-23 19:41:27,2.3,111.8167,77.0,94,40,2.3,scattered clouds
616,Olga,RU,2021-01-23 19:41:27,43.7444,135.2892,13.24,89,0,4.32,clear sky
617,Irtyshskiy,RU,2021-01-23 19:41:27,58.3333,68.1333,-38.49,82,7,2.33,clear sky
618,Simiti,CO,2021-01-23 19:41:28,7.9579,-73.9436,96.26,35,99,4.54,overcast clouds
619,Hervey Bay,AU,2021-01-23 19:41:28,-25.2986,152.8535,71.01,88,62,8.05,broken clouds
620,Basoko,CD,2021-01-23 19:41:28,1.2391,23.616,78.15,52,24,3.76,few clouds
621,Kuching,MY,2021-01-23 19:41:28,1.55,110.3333,78.8,94,40,2.3,scattered clouds
622,Moussoro,TD,2021-01-23 19:41:28,13.6408,16.4901,72.36,18,0,11.59,clear sky
623,Ranau,MY,2021-01-23 19:41:28,5.9538,116.6641,77.0,88,20,4.61,few clouds
624,Newport,GB,2021-01-23 19:41:28,51.5877,-2.9984,32.0,88,34,4.56,scattered clouds
625,Jaguaquara,BR,2021-01-23 19:41:28,-13.5306,-39.9708,72.48,81,100,6.6,light rain
626,Santa Luzia,BR,2021-01-23 19:41:29,-19.7697,-43.8514,82.4,42,40,11.5,scattered clouds
627,Teahupoo,PF,2021-01-23 19:41:29,-17.8333,-149.2667,86.0,66,20,4.61,light rain
628,Ulkan,RU,2021-01-23 19:41:29,57.243,107.3223,-18.81,84,86,2.15,overcast clouds
629,Kulhudhuffushi,MV,2021-01-23 19:41:29,6.6221,73.07,81.7,73,27,8.5,scattered clouds
630,Hammerfest,NO,2021-01-23 19:41:29,70.6634,23.6821,15.8,73,90,23.02,overcast clouds
631,Santa Maria Del Oro,MX,2021-01-23 19:41:29,25.9333,-105.3667,77.36,17,0,27.29,clear sky
632,Tapes,BR,2021-01-23 19:41:29,-30.6733,-51.3958,80.37,71,1,12.88,clear sky
633,Turukhansk,RU,2021-01-23 19:41:29,65.8167,87.9833,-38.87,75,13,7.43,few clouds
634,Xiaoshi,CN,2021-01-23 19:41:30,41.2971,124.1209,15.8,86,0,2.24,mist
635,Huilong,CN,2021-01-23 19:41:30,31.8111,121.655,44.01,78,10,1.99,clear sky
636,Durban,ZA,2021-01-23 19:41:10,-29.8579,31.0292,80.01,88,20,5.75,few clouds
637,Xining,CN,2021-01-23 19:40:08,36.6167,101.7667,22.05,66,100,2.95,overcast clouds
638,Ola,RU,2021-01-23 19:41:30,59.5833,151.2833,-15.12,81,0,9.24,clear sky
639,Novo Lino,BR,2021-01-23 19:41:30,-8.915,-35.6467,82.4,65,75,12.66,heavy intensity rain
640,Lingyuan,CN,2021-01-23 19:41:30,41.24,119.4011,18.18,87,95,2.37,overcast clouds
641,Ca Mau,VN,2021-01-23 19:41:30,9.1769,105.15,73.69,88,69,4.85,broken clouds
642,Dahra,DZ,2021-01-23 19:41:31,36.2546,0.8519,55.4,67,20,23.02,few clouds
643,Tezu,IN,2021-01-23 19:41:31,27.9167,96.1667,61.34,48,56,2.84,broken clouds
644,Altay,CN,2021-01-23 19:39:12,47.8667,88.1167,0.18,76,80,2.15,broken clouds
645,Rundu,NA,2021-01-23 19:41:31,-17.9333,19.7667,70.97,84,100,2.26,light rain
646,Redmond,US,2021-01-23 19:41:31,47.674,-122.1215,39.99,82,1,1.01,clear sky
647,Yarkovo,RU,2021-01-23 19:41:31,57.4028,67.0786,-34.6,82,22,2.28,few clouds
648,Podporozhye,RU,2021-01-23 19:41:31,60.9112,34.1706,33.6,95,100,6.64,overcast clouds
649,Verkhniye Tatyshly,RU,2021-01-23 19:41:32,56.2912,55.8575,6.4,95,100,10.13,snow
650,Florence,IT,2021-01-23 19:41:32,43.7667,11.25,51.01,87,75,5.75,light rain
651,Hobyo,SO,2021-01-23 19:41:32,5.3505,48.5268,76.98,72,96,20.71,overcast clouds
652,Marfino,RU,2021-01-23 19:41:32,55.7028,37.3822,35.01,93,90,4.47,fog
653,Haicheng,CN,2021-01-23 19:41:32,40.8516,122.7475,24.8,93,11,2.84,few clouds
654,Kandrian,PG,2021-01-23 19:41:33,-6.2167,149.55,76.95,78,100,9.13,overcast clouds
655,Nelson Bay,AU,2021-01-23 19:39:36,-32.7167,152.15,70.0,77,0,11.12,clear sky
656,Rasinari,RO,2021-01-23 19:41:33,45.7,24.0667,50.0,50,0,8.05,clear sky
